12,15,19,11,11,11,11,11,11,21,0
12,15,19,11,11,11,11,11,11,21,3
12,17,21,11,11,11,11,11,11,32,0
12,17,21,11,11,11,11,11,11,32,1
12,17,21,11,11,11,11,11,11,32,2
12,17,21,11,11,11,11,11,11,32,3
90,17,11,11,11,11,11,11,11,43,2
90,17,11,11,11,11,11,11,11,43,3
12,13,32,11,11,11,11,11,11,34,0
12,13,32,11,11,11,11,11,11,34,3
